article,time_period,uncertainty_matches,uncertainty_label,economic_matches,economic_label,policy_matches,policy_label,epu_label
5361,midcentury,['uncertain'],1,[],0,[],0,0
5362,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,[],0,0
5363,midcentury,[],0,['economy'],1,[],0,0
5364,midcentury,[],0,"['economic', 'economy']",1,"['congress', 'white house']",1,0
5365,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5366,midcentury,['uncertain'],1,[],0,[],0,0
5367,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,[],0,0
5368,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5369,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5370,midcentury,['uncertain'],1,['economic'],1,[],0,0
5371,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['white house'],1,1
5372,midcentury,"['uncertain', 'uncertainty']",1,['economy'],1,[],0,0
5373,midcentury,['uncertain'],1,"['economic', 'economy']",1,['white house'],1,1
5374,midcentury,['uncertain'],1,['economic'],1,['regulation'],1,1
5375,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,['federal reserve'],1,1
5376,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'federal reserve', 'congress', 'legislation', 'white house']",1,1
5377,midcentury,['uncertainty'],1,['economic'],1,"['federal reserve', 'congress', 'legislation', 'white house']",1,1
5378,midcentury,['uncertain'],1,[],0,[],0,0
5379,midcentury,['uncertainty'],1,[],0,[],0,0
5380,midcentury,['uncertain'],1,[],0,"['congress', 'legislation']",1,0
5381,midcentury,['uncertainty'],1,['economic'],1,"['federal reserve', 'white house']",1,1
5382,midcentury,['uncertainty'],1,['economy'],1,['legislation'],1,1
5383,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['congress'],1,1
5384,midcentury,['uncertain'],1,[],0,[],0,0
5385,midcentury,['uncertainty'],1,[],0,[],0,0
5386,midcentury,['uncertain'],1,['economic'],1,"['federal reserve', 'congress']",1,1
5387,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit']",1,1
5388,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5389,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5390,midcentury,[],0,['economic'],1,[],0,0
5391,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5392,midcentury,[],0,['economic'],1,[],0,0
5393,midcentury,['uncertainty'],1,[],0,[],0,0
5394,midcentury,['uncertain'],1,"['economic', 'economy']",1,['regulation'],1,1
5395,midcentury,['uncertainty'],1,[],0,['deficit'],1,0
5396,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
5397,midcentury,[],0,"['economic', 'economy']",1,"['congress', 'white house']",1,0
5398,midcentury,['uncertainty'],1,[],0,[],0,0
5399,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,[],0,0
5400,midcentury,[],0,[],0,[],0,0
5401,midcentury,['uncertainty'],1,[],0,[],0,0
5402,midcentury,[],0,['economic'],1,[],0,0
5403,midcentury,[],0,['economic'],1,[],0,0
5404,midcentury,['uncertainty'],1,[],0,[],0,0
5405,midcentury,['uncertain'],1,[],0,['white house'],1,0
5406,midcentury,['uncertain'],1,[],0,[],0,0
5407,midcentury,['uncertain'],1,[],0,[],0,0
5408,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5409,midcentury,['uncertainty'],1,[],0,[],0,0
5410,midcentury,['uncertainty'],1,[],0,[],0,0
5411,midcentury,['uncertain'],1,[],0,"['federal reserve', 'legislation']",1,0
5412,midcentury,['uncertainty'],1,[],0,[],0,0
5413,midcentury,['uncertain'],1,[],0,[],0,0
5414,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5415,midcentury,"['uncertain', 'uncertainty']",1,['economy'],1,[],0,0
5416,midcentury,['uncertainty'],1,['economic'],1,"['federal reserve', 'congress']",1,1
5417,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5418,midcentury,['uncertain'],1,[],0,[],0,0
5419,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5420,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5421,midcentury,[],0,"['economic', 'economy']",1,['legislation'],1,0
5422,midcentury,['uncertain'],1,[],0,[],0,0
5423,midcentury,[],0,[],0,['congress'],1,0
5424,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['congress', 'white house']",1,1
5425,midcentury,['uncertainty'],1,[],0,['federal reserve'],1,0
5426,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,['federal reserve'],1,1
5427,midcentury,['uncertainty'],1,[],0,[],0,0
5428,midcentury,['uncertain'],1,['economic'],1,[],0,0
5429,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['deficit', 'congress', 'legislation', 'white house']",1,1
5430,midcentury,['uncertain'],1,['economy'],1,[],0,0
5431,midcentury,['uncertain'],1,['economic'],1,[],0,0
5432,midcentury,['uncertain'],1,['economy'],1,['federal reserve'],1,1
5433,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5434,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['federal reserve'],1,1
5435,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5436,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5437,midcentury,['uncertain'],1,"['economic', 'economy']",1,['legislation'],1,1
5438,midcentury,[],0,['economic'],1,[],0,0
5439,midcentury,['uncertain'],1,['economic'],1,['federal reserve'],1,1
5440,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5441,midcentury,['uncertain'],1,[],0,[],0,0
5442,midcentury,['uncertain'],1,[],0,[],0,0
5443,midcentury,"['uncertain', 'uncertainty']",1,[],0,['legislation'],1,0
5444,midcentury,['uncertainty'],1,[],0,[],0,0
5445,midcentury,['uncertain'],1,[],0,[],0,0
5446,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5447,midcentury,['uncertain'],1,[],0,[],0,0
5448,midcentury,['uncertain'],1,[],0,[],0,0
5449,midcentury,['uncertain'],1,[],0,[],0,0
5450,midcentury,['uncertain'],1,[],0,[],0,0
5451,midcentury,[],0,"['economic', 'economy']",1,"['federal reserve', 'congress']",1,0
5452,midcentury,['uncertain'],1,"['economic', 'economy']",1,['federal reserve'],1,1
5453,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5454,midcentury,['uncertain'],1,[],0,[],0,0
5455,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5456,midcentury,['uncertain'],1,[],0,[],0,0
5457,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5458,midcentury,['uncertain'],1,['economic'],1,"['congress', 'legislation']",1,1
5459,midcentury,['uncertain'],1,[],0,[],0,0
5460,midcentury,[],0,['economic'],1,"['congress', 'legislation']",1,0
5461,midcentury,[],0,['economic'],1,[],0,0
5462,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5463,midcentury,['uncertainty'],1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
5464,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,[],0,0
5465,midcentury,['uncertain'],1,['economic'],1,[],0,0
5466,midcentury,['uncertainty'],1,[],0,[],0,0
5467,midcentury,[],0,['economic'],1,[],0,0
5468,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,[],0,0
5469,midcentury,[],0,['economic'],1,"['regulation', 'congress']",1,0
5470,midcentury,['uncertain'],1,[],0,[],0,0
5471,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'white house']",1,1
5472,midcentury,['uncertainty'],1,[],0,[],0,0
5473,midcentury,['uncertain'],1,['economic'],1,['regulation'],1,1
5474,midcentury,['uncertain'],1,[],0,[],0,0
5475,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5476,midcentury,['uncertain'],1,['economic'],1,[],0,0
5477,midcentury,['uncertain'],1,[],0,['congress'],1,0
5478,midcentury,[],0,[],0,[],0,0
5479,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5480,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['congress'],1,1
5481,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5482,midcentury,['uncertainty'],1,[],0,[],0,0
5483,midcentury,['uncertainty'],1,[],0,"['deficit', 'congress']",1,0
5484,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5485,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5486,midcentury,[],0,"['economic', 'economy']",1,"['deficit', 'congress']",1,0
5487,midcentury,['uncertainty'],1,['economy'],1,['congress'],1,1
5488,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['deficit', 'legislation', 'white house']",1,1
5489,midcentury,[],0,['economic'],1,[],0,0
5490,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'congress']",1,1
5491,midcentury,['uncertain'],1,['economic'],1,[],0,0
5492,midcentury,[],0,['economic'],1,[],0,0
5493,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5494,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5495,midcentury,[],0,['economic'],1,[],0,0
5496,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5497,midcentury,['uncertain'],1,['economic'],1,[],0,0
5498,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
5499,midcentury,['uncertainty'],1,[],0,[],0,0
5500,midcentury,[],0,[],0,['white house'],1,0
5501,midcentury,['uncertain'],1,['economy'],1,['federal reserve'],1,1
5502,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5503,midcentury,['uncertain'],1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
5504,midcentury,['uncertain'],1,[],0,"['regulation', 'congress', 'legislation']",1,0
5505,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'congress']",1,1
5506,midcentury,['uncertain'],1,[],0,[],0,0
5507,midcentury,['uncertain'],1,[],0,[],0,0
5508,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5509,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5510,midcentury,['uncertain'],1,[],0,[],0,0
5511,midcentury,[],0,['economic'],1,['deficit'],1,0
5512,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5513,midcentury,['uncertain'],1,[],0,[],0,0
5514,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,[],0,0
5515,midcentury,['uncertainty'],1,[],0,"['congress', 'legislation']",1,0
5516,midcentury,[],0,[],0,"['regulation', 'legislation']",1,0
5517,midcentury,[],0,[],0,['federal reserve'],1,0
5518,midcentury,['uncertain'],1,[],0,[],0,0
5519,midcentury,['uncertainty'],1,['economic'],1,"['deficit', 'congress']",1,1
5520,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'white house']",1,1
5521,midcentury,['uncertain'],1,['economy'],1,['federal reserve'],1,1
5522,midcentury,[],0,[],0,[],0,0
5523,midcentury,[],0,[],0,[],0,0
5524,midcentury,['uncertain'],1,[],0,[],0,0
5525,midcentury,[],0,['economic'],1,[],0,0
5526,midcentury,['uncertain'],1,[],0,[],0,0
5527,midcentury,['uncertain'],1,[],0,[],0,0
5528,midcentury,"['uncertain', 'uncertainty']",1,['economy'],1,['congress'],1,1
5529,midcentury,['uncertain'],1,[],0,[],0,0
5530,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
5531,midcentury,[],0,[],0,[],0,0
5532,midcentury,['uncertain'],1,['economy'],1,[],0,0
5533,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5534,midcentury,['uncertain'],1,[],0,[],0,0
5535,midcentury,['uncertainty'],1,['economic'],1,"['deficit', 'congress']",1,1
5536,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['deficit'],1,1
5537,midcentury,['uncertain'],1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
5538,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5539,midcentury,['uncertainty'],1,[],0,[],0,0
5540,midcentury,[],0,"['economic', 'economy']",1,['legislation'],1,0
5541,midcentury,['uncertain'],1,[],0,['legislation'],1,0
5542,midcentury,['uncertain'],1,['economic'],1,[],0,0
5543,midcentury,[],0,['economic'],1,[],0,0
5544,midcentury,['uncertain'],1,[],0,[],0,0
5545,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5546,midcentury,['uncertain'],1,[],0,[],0,0
5547,midcentury,[],0,[],0,['congress'],1,0
5548,midcentury,[],0,[],0,[],0,0
5549,midcentury,['uncertainty'],1,[],0,[],0,0
5550,midcentury,['uncertain'],1,['economic'],1,[],0,0
5551,midcentury,['uncertain'],1,[],0,[],0,0
5552,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit']",1,1
5553,midcentury,['uncertainty'],1,[],0,[],0,0
5554,midcentury,['uncertain'],1,[],0,[],0,0
5555,midcentury,['uncertain'],1,['economic'],1,[],0,0
5556,midcentury,['uncertain'],1,[],0,[],0,0
5557,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5558,midcentury,['uncertain'],1,['economic'],1,[],0,0
5559,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'legislation']",1,1
5560,midcentury,['uncertain'],1,['economy'],1,[],0,0
5561,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5562,midcentury,['uncertain'],1,[],0,['congress'],1,0
5563,midcentury,['uncertain'],1,[],0,[],0,0
5564,midcentury,['uncertainty'],1,[],0,[],0,0
5565,midcentury,"['uncertain', 'uncertainty']",1,['economy'],1,[],0,0
5566,midcentury,['uncertain'],1,[],0,[],0,0
5567,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['federal reserve'],1,1
5568,midcentury,['uncertain'],1,['economic'],1,"['deficit', 'congress']",1,1
5569,midcentury,['uncertain'],1,['economic'],1,['legislation'],1,1
5570,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5571,midcentury,['uncertain'],1,[],0,[],0,0
5572,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5573,midcentury,['uncertain'],1,['economic'],1,[],0,0
5574,midcentury,['uncertain'],1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
5575,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['congress', 'white house']",1,1
5576,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5577,midcentury,['uncertain'],1,['economic'],1,"['congress', 'legislation']",1,1
5578,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5579,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5580,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5581,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'white house']",1,1
5582,midcentury,['uncertain'],1,"['economic', 'economy']",1,['congress'],1,1
5583,midcentury,['uncertain'],1,[],0,[],0,0
5584,midcentury,['uncertain'],1,[],0,[],0,0
5585,midcentury,['uncertain'],1,['economic'],1,[],0,0
5586,midcentury,[],0,[],0,[],0,0
5587,midcentury,['uncertain'],1,[],0,[],0,0
5588,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5589,midcentury,['uncertainty'],1,[],0,['deficit'],1,0
5590,midcentury,['uncertain'],1,[],0,[],0,0
5591,midcentury,['uncertainty'],1,[],0,[],0,0
5592,midcentury,['uncertainty'],1,[],0,[],0,0
5593,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5594,midcentury,['uncertainty'],1,[],0,[],0,0
5595,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5596,midcentury,['uncertain'],1,[],0,[],0,0
5597,midcentury,"['uncertain', 'uncertainty']",1,['economy'],1,[],0,0
5598,midcentury,['uncertainty'],1,[],0,[],0,0
5599,midcentury,['uncertain'],1,[],0,[],0,0
5600,midcentury,['uncertain'],1,[],0,"['deficit', 'congress']",1,0
5601,midcentury,['uncertain'],1,[],0,[],0,0
5602,midcentury,['uncertain'],1,[],0,[],0,0
5603,midcentury,['uncertain'],1,[],0,[],0,0
5604,midcentury,['uncertainty'],1,[],0,[],0,0
5605,midcentury,['uncertainty'],1,['economy'],1,['deficit'],1,1
5606,midcentury,['uncertainty'],1,[],0,[],0,0
5607,midcentury,['uncertain'],1,"['economic', 'economy']",1,['federal reserve'],1,1
5608,midcentury,['uncertainty'],1,['economy'],1,['federal reserve'],1,1
5609,midcentury,['uncertain'],1,[],0,"['congress', 'legislation', 'white house']",1,0
5610,midcentury,['uncertain'],1,[],0,[],0,0
5611,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5612,midcentury,[],0,['economic'],1,[],0,0
5613,midcentury,['uncertain'],1,['economic'],1,[],0,0
5614,midcentury,[],0,"['economic', 'economy']",1,['federal reserve'],1,0
5615,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'federal reserve', 'congress', 'legislation']",1,1
5616,midcentury,['uncertain'],1,[],0,[],0,0
5617,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5618,midcentury,['uncertainty'],1,['economic'],1,['legislation'],1,1
5619,midcentury,['uncertainty'],1,[],0,[],0,0
5620,midcentury,['uncertainty'],1,['economy'],1,['congress'],1,1
5621,midcentury,['uncertain'],1,[],0,[],0,0
5622,midcentury,['uncertain'],1,['economic'],1,[],0,0
5623,midcentury,['uncertain'],1,[],0,[],0,0
5624,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5625,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['congress', 'legislation']",1,1
5626,midcentury,[],0,[],0,[],0,0
5627,midcentury,[],0,[],0,[],0,0
5628,midcentury,['uncertain'],1,[],0,[],0,0
5629,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['deficit', 'congress']",1,1
5630,midcentury,['uncertain'],1,[],0,[],0,0
5631,midcentury,['uncertain'],1,[],0,[],0,0
5632,midcentury,[],0,[],0,['federal reserve'],1,0
5633,midcentury,[],0,[],0,['deficit'],1,0
5634,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
5635,midcentury,['uncertainty'],1,[],0,[],0,0
5636,midcentury,['uncertain'],1,[],0,[],0,0
5637,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5638,midcentury,['uncertain'],1,[],0,[],0,0
5639,midcentury,['uncertainty'],1,[],0,"['congress', 'white house']",1,0
5640,midcentury,['uncertain'],1,[],0,[],0,0
5641,midcentury,['uncertain'],1,[],0,[],0,0
5642,midcentury,['uncertain'],1,[],0,[],0,0
5643,midcentury,[],0,['economic'],1,[],0,0
5644,midcentury,['uncertain'],1,[],0,['regulation'],1,0
5645,midcentury,[],0,['economy'],1,"['regulation', 'congress', 'legislation']",1,0
5646,midcentury,['uncertain'],1,[],0,[],0,0
5647,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5648,midcentury,['uncertain'],1,[],0,"['congress', 'legislation']",1,0
5649,midcentury,['uncertainty'],1,['economic'],1,"['regulation', 'federal reserve', 'congress']",1,1
5650,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['congress', 'white house']",1,1
5651,midcentury,[],0,['economic'],1,[],0,0
5652,midcentury,[],0,[],0,[],0,0
5653,midcentury,[],0,"['economic', 'economy']",1,"['congress', 'legislation']",1,0
5654,midcentury,['uncertain'],1,['economic'],1,['congress'],1,1
5655,midcentury,['uncertain'],1,[],0,[],0,0
5656,midcentury,[],0,[],0,[],0,0
5657,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'white house']",1,1
5658,midcentury,['uncertain'],1,['economic'],1,[],0,0
5659,midcentury,['uncertainty'],1,[],0,[],0,0
5660,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5661,midcentury,[],0,"['economic', 'economy']",1,"['congress', 'white house']",1,0
5662,midcentury,['uncertain'],1,[],0,[],0,0
5663,midcentury,['uncertain'],1,[],0,[],0,0
5664,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5665,midcentury,[],0,"['economic', 'economy']",1,[],0,0
5666,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5667,midcentury,[],0,['economic'],1,[],0,0
5668,midcentury,['uncertain'],1,['economic'],1,[],0,0
5669,midcentury,['uncertain'],1,[],0,['legislation'],1,0
5670,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5671,midcentury,['uncertain'],1,[],0,[],0,0
5672,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5673,midcentury,['uncertain'],1,[],0,[],0,0
5674,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'congress']",1,1
5675,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5676,midcentury,['uncertain'],1,['economic'],1,['regulation'],1,1
5677,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5678,midcentury,[],0,[],0,[],0,0
5679,midcentury,['uncertain'],1,[],0,['deficit'],1,0
5680,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5681,midcentury,['uncertain'],1,['economy'],1,[],0,0
5682,midcentury,['uncertain'],1,[],0,"['deficit', 'congress', 'legislation']",1,0
5683,midcentury,[],0,[],0,[],0,0
5684,midcentury,['uncertain'],1,[],0,[],0,0
5685,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5686,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5687,midcentury,['uncertain'],1,[],0,[],0,0
5688,midcentury,['uncertainty'],1,[],0,[],0,0
5689,midcentury,['uncertain'],1,[],0,[],0,0
5690,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5691,midcentury,['uncertain'],1,['economy'],1,[],0,0
5692,midcentury,[],0,['economy'],1,"['congress', 'legislation']",1,0
5693,midcentury,['uncertain'],1,[],0,['congress'],1,0
5694,midcentury,['uncertain'],1,[],0,[],0,0
5695,midcentury,['uncertain'],1,[],0,[],0,0
5696,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5697,midcentury,['uncertainty'],1,[],0,[],0,0
5698,midcentury,['uncertainty'],1,['economic'],1,"['federal reserve', 'deficit', 'congress']",1,1
5699,midcentury,['uncertainty'],1,[],0,[],0,0
5700,midcentury,['uncertain'],1,[],0,[],0,0
5701,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'congress', 'legislation']",1,1
5702,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,['congress'],1,1
5703,midcentury,['uncertainty'],1,[],0,['federal reserve'],1,0
5704,midcentury,[],0,"['economic', 'economy']",1,['deficit'],1,0
5705,midcentury,['uncertainty'],1,[],0,[],0,0
5706,midcentury,['uncertain'],1,['economic'],1,[],0,0
5707,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5708,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5709,midcentury,[],0,[],0,['federal reserve'],1,0
5710,midcentury,[],0,[],0,[],0,0
5711,midcentury,['uncertain'],1,['economic'],1,['legislation'],1,1
5712,midcentury,['uncertain'],1,['economic'],1,['white house'],1,1
5713,midcentury,['uncertain'],1,[],0,[],0,0
5714,midcentury,['uncertainty'],1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
5715,midcentury,[],0,[],0,['federal reserve'],1,0
5716,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['congress', 'legislation']",1,1
5717,midcentury,[],0,[],0,['federal reserve'],1,0
5718,midcentury,[],0,[],0,"['regulation', 'congress']",1,0
5719,midcentury,['uncertain'],1,['economic'],1,['congress'],1,1
5720,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
5721,midcentury,['uncertain'],1,[],0,[],0,0
5722,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5723,midcentury,['uncertain'],1,[],0,[],0,0
5724,midcentury,['uncertainty'],1,[],0,['federal reserve'],1,0
5725,midcentury,['uncertain'],1,[],0,[],0,0
5726,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['deficit', 'white house']",1,1
5727,midcentury,['uncertain'],1,[],0,[],0,0
5728,midcentury,['uncertainty'],1,['economic'],1,"['congress', 'legislation']",1,1
5729,midcentury,['uncertain'],1,[],0,[],0,0
5730,midcentury,['uncertainty'],1,['economy'],1,['legislation'],1,1
5731,midcentury,['uncertain'],1,[],0,[],0,0
5732,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5733,midcentury,['uncertain'],1,[],0,[],0,0
5734,midcentury,[],0,[],0,['congress'],1,0
5735,midcentury,['uncertain'],1,[],0,[],0,0
5736,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'congress', 'legislation', 'white house']",1,1
5737,midcentury,['uncertainty'],1,[],0,['congress'],1,0
5738,midcentury,['uncertain'],1,[],0,"['congress', 'white house']",1,0
5739,midcentury,['uncertainty'],1,['economic'],1,['federal reserve'],1,1
5740,midcentury,['uncertain'],1,[],0,[],0,0
5741,midcentury,['uncertainty'],1,[],0,[],0,0
5742,midcentury,['uncertainty'],1,['economy'],1,[],0,0
5743,midcentury,['uncertain'],1,['economic'],1,[],0,0
5744,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,['federal reserve'],1,1
5745,midcentury,['uncertain'],1,[],0,[],0,0
5746,midcentury,['uncertainty'],1,['economic'],1,['regulation'],1,1
5747,midcentury,['uncertainty'],1,[],0,[],0,0
5748,midcentury,['uncertainty'],1,[],0,[],0,0
5749,midcentury,['uncertain'],1,[],0,[],0,0
5750,midcentury,['uncertainty'],1,[],0,['federal reserve'],1,0
5751,midcentury,[],0,[],0,[],0,0
5752,midcentury,['uncertain'],1,['economic'],1,[],0,0
5753,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5754,midcentury,['uncertainty'],1,[],0,"['federal reserve', 'legislation']",1,0
5755,midcentury,['uncertain'],1,[],0,[],0,0
5756,midcentury,['uncertain'],1,['economic'],1,['federal reserve'],1,1
5757,midcentury,['uncertain'],1,[],0,[],0,0
5758,midcentury,['uncertain'],1,['economic'],1,['regulation'],1,1
5759,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5760,midcentury,['uncertainty'],1,['economic'],1,['white house'],1,1
5761,midcentury,['uncertain'],1,['economy'],1,"['federal reserve', 'congress', 'legislation']",1,1
5762,midcentury,['uncertainty'],1,[],0,[],0,0
5763,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
5764,midcentury,['uncertain'],1,[],0,['deficit'],1,0
5765,midcentury,['uncertain'],1,['economic'],1,[],0,0
5766,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'congress']",1,1
5767,midcentury,['uncertain'],1,[],0,[],0,0
5768,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
5769,midcentury,['uncertain'],1,[],0,"['legislation', 'white house']",1,0
5770,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5771,midcentury,['uncertainty'],1,['economic'],1,[],0,0
5772,midcentury,['uncertain'],1,['economic'],1,[],0,0
5773,midcentury,['uncertain'],1,[],0,[],0,0
5774,midcentury,['uncertain'],1,[],0,[],0,0
5775,midcentury,['uncertainty'],1,[],0,['legislation'],1,0
5776,midcentury,['uncertain'],1,"['economic', 'economy']",1,['deficit'],1,1
5777,midcentury,[],0,['economic'],1,['federal reserve'],1,0
5778,midcentury,['uncertain'],1,[],0,[],0,0
5779,midcentury,['uncertain'],1,[],0,[],0,0
5780,midcentury,['uncertain'],1,['economic'],1,[],0,0
5781,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
5782,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
5783,midcentury,['uncertainty'],1,[],0,['legislation'],1,0
5784,midcentury,[],0,[],0,[],0,0
5785,midcentury,['uncertain'],1,['economic'],1,[],0,0
5786,midcentury,['uncertain'],1,[],0,[],0,0
