article_number,year,month,EPU,label,unique_id_current,vintage
522,2004,1,0.0,0.0,SF_1_2004_5,Current
522,2010,5,0.0,0.0,SF_5_2010_16,Current
523,1991,2,0.0,0.0,LA_2_1991_26,Current
523,2010,7,1.0,1.0,NYT_7_2010_35,Current
524,1996,10,0.0,0.0,NYT_10_1996_4,Current
524,2009,7,1.0,1.0,LA_7_2009_10,Current
525,1997,4,1.0,1.0,LA_4_1997_18,Current
525,1998,10,0.0,0.0,NYT_10_1998_27,Current
526,2000,12,1.0,1.0,NYT_12_2000_6,Current
526,2007,6,1.0,1.0,NYT_6_2007_2,Current
527,2001,8,0.0,0.0,LA_8_2001_23,Current
527,2010,7,0.0,0.0,DMNB_7_2010_2,Current
528,1988,10,0.0,0.0,LA_10_1988_3,Current
528,1997,1,1.0,1.0,NYT_1_1997_14,Current
529,1998,4,1.0,1.0,LA_4_1998_23,Current
529,2004,5,1.0,1.0,LA_5_2004_21,Current
530,1986,2,0.0,0.0,LA_2_1986_4,Current
530,2009,10,0.0,0.0,LA_10_2009_23,Current
531,1990,10,1.0,1.0,NYT_10_1990_16,Current
531,2006,5,0.0,0.0,SF_5_2006_6,Current
532,1989,12,0.0,0.0,NYT_12_1989_17,Current
532,2007,1,1.0,1.0,MIHB_1_2007_4,Current
533,1987,12,1.0,1.0,NYT_12_1987_12,Current
533,1993,12,1.0,1.0,MIHB_12_1993_7,Current
534,1986,3,0.0,0.0,MIHB_3_1986_8,Current
534,1987,4,0.0,0.0,LA_4_1987_1,Current
535,1994,2,1.0,1.0,NYT_2_1994_20,Current
535,1996,10,0.0,0.0,LA_10_1996_21,Current
536,2008,8,0.0,0.0,LA_8_2008_9,Current
536,2010,12,1.0,1.0,LA_12_2010_1,Current
537,1996,2,1.0,1.0,NYT_2_1996_11,Current
537,2008,10,0.0,0.0,SF_10_2008_13,Current
538,2002,2,0.0,0.0,NYT_2_2002_10,Current
538,2010,4,1.0,1.0,NYT_4_2010_33,Current
539,2000,5,1.0,1.0,SF_5_2000_7,Current
539,2010,12,0.0,0.0,SF_12_2010_5,Current
540,1990,6,1.0,1.0,MIHB_6_1990_2,Current
540,2005,4,0.0,0.0,SF_4_2005_7,Current
541,2002,10,1.0,1.0,LA_10_2002_1,Current
542,1990,2,1.0,1.0,NYT_2_1990_50,Current
542,2008,5,1.0,1.0,NYT_5_2008_19,Current
543,2003,12,1.0,1.0,LA_12_2003_32,Current
543,2006,4,1.0,1.0,LA_4_2006_3,Current
544,1987,6,1.0,1.0,NYT_6_1987_8,Current
544,2002,5,1.0,1.0,NYT_5_2002_2,Current
545,1998,6,0.0,0.0,LA_6_1998_8,Current
545,1999,3,0.0,0.0,SF_3_1999_8,Current
546,2006,5,1.0,1.0,LA_5_2006_15,Current
546,2008,5,0.0,0.0,SF_5_2008_15,Current
547,1986,8,0.0,0.0,MIHB_8_1986_5,Current
547,2000,7,1.0,1.0,NYT_7_2000_12,Current
548,1999,7,1.0,1.0,SF_7_1999_2,Current
549,2004,9,0.3333333333333333,0.0,LA_9_2004_4,Current
549,2004,9,0.3333333333333333,0.0,DMNB_9_2004_7,Current
550,1993,6,0.0,0.0,NYT_6_1993_21,Current
550,2008,11,0.0,0.0,NYT_11_2008_101,Current
551,2011,5,1.0,1.0,NYT_5_2011_9,Current
552,2005,3,0.0,0.0,SF_3_2005_7,Current
552,2005,3,0.0,0.0,NYT_3_2005_13,Current
553,1995,7,1.0,1.0,DMNB_7_1995_9,Current
553,2005,10,1.0,1.0,SF_10_2005_4,Current
554,2004,2,1.0,1.0,SF_2_2004_10,Current
554,2005,9,0.0,0.0,LA_9_2005_19,Current
555,1994,12,0.0,0.0,LA_12_1994_55,Current
555,1997,8,1.0,1.0,DMNB_8_1997_10,Current
556,1992,10,0.0,0.0,MIHB_10_1992_13,Current
557,1995,9,1.0,1.0,NYT_9_1995_14,Current
557,2008,4,0.0,0.0,SF_4_2008_12,Current
558,2001,10,0.0,0.0,SF_10_2001_41,Current
558,2009,3,0.0,0.0,SF_3_2009_24,Current
559,1989,8,0.0,0.0,NYT_8_1989_7,Current
559,2005,5,0.0,0.0,NYT_5_2005_9,Current
560,1986,6,0.0,0.0,NYT_6_1986_13,Current
560,1994,7,0.0,0.0,LA_7_1994_41,Current
561,1994,12,1.0,1.0,NYT_12_1994_14,Current
562,2006,2,0.0,0.0,SF_2_2006_1,Current
563,2003,4,0.0,0.0,SF_4_2003_6,Current
563,2009,2,0.0,0.0,NYT_2_2009_43,Current
564,1990,1,0.0,0.0,MIHB_1_1990_3,Current
564,2004,5,0.0,0.0,LA_5_2004_6,Current
565,2006,11,0.0,0.0,SF_11_2006_10,Current
565,2010,2,1.0,1.0,NYT_2_2010_7,Current
566,1999,11,0.0,0.0,SF_11_1999_4,Current
566,2001,6,0.0,0.0,LA_6_2001_36,Current
567,1999,1,0.0,0.0,DMNB_1_1999_13,Current
567,2008,6,1.0,1.0,NYT_6_2008_31,Current
568,1997,6,1.0,1.0,NYT_6_1997_17,Current
568,2004,10,1.0,1.0,SF_10_2004_1,Current
569,2006,8,0.0,0.0,SF_8_2006_10,Current
569,2009,2,0.0,0.0,DMNB_2_2009_3,Current
570,2008,7,1.0,1.0,NYT_7_2008_20,Current
571,2001,2,1.0,1.0,SF_2_2001_3,Current
571,2010,8,1.0,1.0,LA_8_2010_20,Current
572,2000,12,0.0,0.0,SF_12_2000_13,Current
572,2007,11,1.0,1.0,SF_11_2007_5,Current
573,1995,6,0.0,0.0,LA_6_1995_54,Current
573,2001,6,1.0,1.0,NYT_6_2001_11,Current
574,1992,10,1.0,1.0,LA_10_1992_42,Current
574,1994,10,0.0,0.0,MIHB_10_1994_11,Current
575,1996,8,0.0,0.0,NYT_8_1996_11,Current
575,2003,8,0.0,0.0,NYT_8_2003_12,Current
576,1996,10,1.0,1.0,DMNB_10_1996_11,Current
576,2005,9,0.0,0.0,SF_9_2005_15,Current
577,2001,4,0.0,0.0,LA_4_2001_31,Current
577,2011,3,0.0,0.0,SF_3_2011_12,Current
578,1993,3,1.0,1.0,LA_3_1993_40,Current
579,1995,5,1.0,1.0,NYT_5_1995_13,Current
579,1998,10,1.0,1.0,LA_10_1998_40,Current
580,2001,1,1.0,1.0,SF_1_2001_2,Current
580,2003,4,0.0,0.0,NYT_4_2003_74,Current
581,1994,2,1.0,1.0,LA_2_1994_8,Current
582,2002,1,0.0,0.0,SF_1_2002_18,Current
582,2004,6,0.0,0.0,SF_6_2004_1,Current
583,2002,11,1.0,1.0,SF_11_2002_9,Current
583,2005,1,0.0,0.0,SF_1_2005_3,Current
584,1988,5,1.0,1.0,NYT_5_1988_6,Current
584,2002,8,0.0,0.0,LA_8_2002_5,Current
585,2002,2,0.0,0.0,DMNB_2_2002_14,Current
585,2002,11,1.0,1.0,LA_11_2002_47,Current
586,2011,3,1.0,1.0,DMNB_3_2011_3,Current
587,1990,9,0.0,0.0,NYT_9_1990_54,Current
587,2006,10,1.0,1.0,NYT_10_2006_15,Current
588,1989,2,1.0,1.0,NYT_2_1989_9,Current
588,2000,11,1.0,1.0,LA_11_2000_17,Current
589,1993,5,0.0,0.0,NYT_5_1993_21,Current
590,1994,8,1.0,1.0,LA_8_1994_20,Current
590,2007,7,0.0,0.0,SF_7_2007_5,Current
591,1988,12,0.0,0.0,LA_12_1988_4,Current
591,2001,8,0.0,0.0,MIHB_8_2001_16,Current
592,2000,2,0.0,0.0,LA_2_2000_15,Current
592,2008,2,0.0,0.0,NYT_2_2008_20,Current
593,1996,2,0.0,0.0,MIHB_2_1996_2,Current
593,1998,11,1.0,1.0,SF_11_1998_4,Current
594,1989,2,0.0,0.0,LA_2_1989_5,Current
594,2007,2,1.0,1.0,LA_2_2007_12,Current
595,2006,12,1.0,1.0,MIHB_12_2006_7,Current
595,2007,8,0.0,0.0,NYT_8_2007_25,Current
596,1996,3,0.0,0.0,MIHB_3_1996_2,Current
596,1998,10,1.0,1.0,LA_10_1998_9,Current
597,1998,4,0.0,0.0,DMNB_4_1998_4,Current
597,2010,2,0.0,0.0,SF_2_2010_8,Current
598,2001,4,1.0,1.0,MIHB_4_2001_22,Current
598,2003,5,0.0,0.0,LA_5_2003_12,Current
599,2000,7,1.0,1.0,LA_7_2000_26,Current
599,2011,9,0.0,0.0,SF_9_2011_27,Current
600,1997,12,1.0,1.0,SF_12_1997_6,Current
600,2010,6,1.0,1.0,LA_6_2010_3,Current
601,1993,3,1.0,1.0,NYT_3_1993_11,Current
601,2001,10,0.0,0.0,MIHB_10_2001_11,Current
602,2008,3,0.0,0.0,SF_3_2008_3,Current
602,2010,1,1.0,1.0,DMNB_1_2010_2,Current
603,1991,9,1.0,1.0,NYT_9_1991_35,Current
603,2002,2,0.0,0.0,NYT_2_2002_18,Current
604,1988,1,0.0,0.0,MIHB_1_1988_21,Current
604,1999,6,1.0,1.0,SF_6_1999_6,Current
605,2005,6,1.0,1.0,LA_6_2005_40,Current
605,2007,10,1.0,1.0,NYT_10_2007_19,Current
606,1997,12,1.0,1.0,NYT_12_1997_5,Current
606,2000,6,0.0,0.0,SF_6_2000_12,Current
607,2004,7,0.0,0.0,LA_7_2004_4,Current
607,2009,4,0.0,0.0,MIHB_4_2009_28,Current
608,1992,10,1.0,1.0,NYT_10_1992_1,Current
608,2003,9,1.0,1.0,SF_9_2003_3,Current
609,1988,12,0.0,0.0,LA_12_1988_12,Current
609,2005,11,0.0,0.0,NYT_11_2005_13,Current
610,1998,1,0.0,0.0,SF_1_1998_3,Current
610,2009,8,0.0,0.0,DMNB_8_2009_10,Current
611,1991,1,0.0,0.0,NYT_1_1991_34,Current
611,2007,11,0.0,0.0,NYT_11_2007_8,Current
612,1990,11,0.0,0.0,LA_11_1990_26,Current
612,1996,3,1.0,1.0,SF_3_1996_2,Current
613,2007,9,0.0,0.0,LA_9_2007_9,Current
613,2012,2,0.0,0.0,LA_2_2012_22,Current
614,2001,5,1.0,1.0,MIHB_5_2001_10,Current
614,2005,8,1.0,1.0,NYT_8_2005_5,Current
615,1992,4,1.0,1.0,LA_4_1992_41,Current
615,2002,12,0.0,0.0,LA_12_2002_46,Current
616,1987,10,0.0,0.0,LA_10_1987_17,Current
616,1990,6,1.0,1.0,NYT_6_1990_11,Current
617,2004,12,0.0,0.0,SF_12_2004_2,Current
617,2010,12,1.0,1.0,LA_12_2010_5,Current
618,2002,5,0.0,0.0,LA_5_2002_22,Current
618,2007,4,1.0,1.0,SF_4_2007_2,Current
619,1994,9,1.0,1.0,LA_9_1994_36,Current
619,2012,2,1.0,1.0,LA_2_2012_4,Current
620,2001,12,1.0,1.0,LA_12_2001_46,Current
620,2006,2,0.0,0.0,DMNB_2_2006_3,Current
621,2002,1,0.0,0.0,SF_1_2002_14,Current
622,1999,7,1.0,1.0,LA_7_1999_16,Current
622,2010,8,0.0,0.0,SF_8_2010_5,Current
623,2008,8,0.0,0.0,SF_8_2008_14,Current
623,2010,3,0.0,0.0,DMNB_3_2010_2,Current
624,2001,9,0.0,0.0,DMNB_9_2001_12,Current
624,2006,7,0.0,0.0,LA_7_2006_13,Current
625,2004,7,1.0,1.0,SF_7_2004_3,Current
625,2005,1,0.0,0.0,SF_1_2005_6,Current
626,2004,9,0.0,0.0,NYT_9_2004_11,Current
626,2010,10,0.0,0.0,DMNB_10_2010_7,Current
627,1985,6,0.0,0.0,LA_6_1985_20,Current
627,2002,9,0.0,0.0,NYT_9_2002_29,Current
628,2000,9,0.0,0.0,NYT_9_2000_16,Current
628,2005,10,0.0,0.0,NYT_10_2005_29,Current
629,1996,4,0.0,0.0,DMNB_4_1996_4,Current
629,2010,4,0.0,0.0,SF_4_2010_1,Current
630,1990,5,1.0,1.0,LA_5_1990_44,Current
630,2005,12,0.0,0.0,NYT_12_2005_14,Current
631,1988,6,0.0,0.0,LA_6_1988_22,Current
631,2000,10,1.0,1.0,LA_10_2000_4,Current
632,1990,6,1.0,1.0,LA_6_1990_9,Current
633,1992,2,0.0,0.0,DMNB_2_1992_18,Current
633,1994,1,1.0,1.0,NYT_1_1994_9,Current
634,1999,9,0.0,0.0,NYT_9_1999_17,Current
634,2011,8,1.0,1.0,SF_8_2011_6,Current
635,1986,7,1.0,1.0,MIHB_7_1986_6,Current
635,2012,1,0.0,0.0,SF_1_2012_6,Current
636,2008,11,0.0,0.0,SF_11_2008_33,Current
636,2011,12,1.0,1.0,MIHB_12_2011_4,Current
637,2007,7,0.0,0.0,LA_7_2007_7,Current
638,2002,3,1.0,1.0,SF_3_2002_3,Current
638,2011,2,1.0,1.0,SF_2_2011_6,Current
639,2001,5,0.0,0.0,NYT_5_2001_1,Current
640,1989,4,0.0,0.0,LA_4_1989_3,Current
640,2009,9,1.0,1.0,SF_9_2009_2,Current
641,2004,3,1.0,1.0,LA_3_2004_14,Current
641,2005,1,0.0,0.0,LA_1_2005_5,Current
642,1994,8,1.0,1.0,DMNB_8_1994_15,Current
642,2007,8,0.0,0.0,SF_8_2007_4,Current
643,2010,8,0.0,0.0,LA_8_2010_16,Current
643,2011,1,1.0,1.0,NYT_1_2011_35,Current
644,2002,7,1.0,1.0,SF_7_2002_7,Current
644,2008,8,0.0,0.0,DMNB_8_2008_2,Current
645,1989,6,0.0,0.0,NYT_6_1989_27,Current
645,1996,8,1.0,1.0,LA_8_1996_29,Current
646,2007,7,1.0,1.0,SF_7_2007_3,Current
647,1998,3,0.0,0.0,SF_3_1998_3,Current
647,2002,4,0.0,0.0,SF_4_2002_14,Current
648,1989,1,1.0,1.0,LA_1_1989_2,Current
648,2000,9,1.0,1.0,SF_9_2000_7,Current
649,2002,11,0.0,0.0,DMNB_11_2002_13,Current
649,2005,9,0.0,0.0,LA_9_2005_17,Current
650,1997,5,1.0,1.0,LA_5_1997_22,Current
650,2011,1,0.0,0.0,MIHB_1_2011_2,Current
651,1993,2,1.0,1.0,NYT_2_1993_17,Current
651,1999,6,1.0,1.0,LA_6_1999_4,Current
652,1997,10,0.0,0.0,MIHB_10_1997_6,Current
652,2001,9,0.0,0.0,NYT_9_2001_31,Current
653,1995,10,0.0,0.0,LA_10_1995_29,Current
654,1995,1,0.0,0.0,MIHB_1_1995_14,Current
654,2000,4,0.0,0.0,SF_4_2000_5,Current
655,1990,4,0.0,0.0,LA_4_1990_21,Current
655,2004,4,0.0,0.0,DMNB_4_2004_4,Current
656,2006,3,0.0,0.0,SF_3_2006_7,Current
657,1990,11,1.0,1.0,NYT_11_1990_14,Current
657,2007,7,0.0,0.0,NYT_7_2007_13,Current
658,1991,6,0.0,0.0,NYT_6_1991_16,Current
658,1996,5,0.0,0.0,SF_5_1996_2,Current
659,2007,8,0.0,0.0,NYT_8_2007_25,Current
659,2010,10,0.0,0.0,LA_10_2010_1,Current
660,1991,7,1.0,1.0,NYT_7_1991_27,Current
660,2002,9,1.0,1.0,SF_9_2002_7,Current
661,1990,9,1.0,1.0,LA_9_1990_66,Current
661,2008,1,0.0,0.0,SF_1_2008_3,Current
662,2001,11,1.0,1.0,NYT_11_2001_31,Current
662,2004,3,0.0,0.0,NYT_3_2004_18,Current
663,2000,3,0.0,0.0,LA_3_2000_20,Current
663,2007,9,0.0,0.0,LA_9_2007_15,Current
664,1986,4,0.0,0.0,LA_4_1986_27,Current
664,1998,9,1.0,1.0,LA_9_1998_48,Current
665,1999,4,0.0,0.0,SF_4_1999_3,Current
665,2003,6,0.0,0.0,LA_6_2003_4,Current
666,1991,5,1.0,1.0,LA_5_1991_17,Current
666,1995,11,0.0,0.0,SF_11_1995_5,Current
667,1998,10,0.0,0.0,NYT_10_1998_19,Current
667,2006,9,0.0,0.0,NYT_9_2006_6,Current
668,1990,8,1.0,1.0,NYT_8_1990_7,Current
668,2011,5,1.0,1.0,SF_5_2011_1,Current
669,1986,8,1.0,1.0,LA_8_1986_36,Current
669,2002,6,0.0,0.0,NYT_6_2002_16,Current
670,1992,10,0.0,0.0,NYT_10_1992_14,Current
670,2006,3,0.0,0.0,SF_3_2006_5,Current
671,2000,10,1.0,1.0,SF_10_2000_6,Current
671,2011,11,0.0,0.0,SF_11_2011_8,Current
672,2010,8,0.0,0.0,MIHB_8_2010_30,Current
672,2010,10,1.0,1.0,SF_10_2010_14,Current
673,2003,10,0.0,0.0,SF_10_2003_2,Current
673,2011,3,0.0,0.0,MIHB_3_2011_7,Current
674,1992,10,0.0,0.0,DMNB_10_1992_2,Current
674,2000,4,1.0,1.0,NYT_4_2000_7,Current
675,2008,8,1.0,1.0,LA_8_2008_18,Current
676,1985,8,0.0,0.0,LA_8_1985_16,Current
676,2003,12,0.0,0.0,SF_12_2003_9,Current
677,1997,6,0.0,0.0,LA_6_1997_34,Current
677,2011,7,1.0,1.0,SF_7_2011_11,Current
678,1998,2,1.0,1.0,NYT_2_1998_17,Current
678,2009,7,0.0,0.0,NYT_7_2009_28,Current
679,1998,1,1.0,1.0,NYT_1_1998_26,Current
680,1994,5,0.0,0.0,DMNB_5_1994_7,Current
680,1998,8,1.0,1.0,SF_8_1998_2,Current
681,2001,1,0.0,0.0,LA_1_2001_9,Current
681,2008,12,0.0,0.0,DMNB_12_2008_6,Current
682,1997,7,0.0,0.0,SF_7_1997_1,Current
682,2006,7,0.0,0.0,LA_7_2006_13,Current
683,1993,11,1.0,1.0,NYT_11_1993_15,Current
683,1999,5,0.0,0.0,LA_5_1999_10,Current
684,1990,1,1.0,1.0,LA_1_1990_5,Current
684,1997,10,0.0,0.0,NYT_10_1997_10,Current
685,1993,3,1.0,1.0,LA_3_1993_48,Current
685,2011,1,1.0,1.0,SF_1_2011_4,Current
686,1996,11,1.0,1.0,LA_11_1996_25,Current
686,2006,8,0.0,0.0,NYT_8_2006_26,Current
687,1987,1,1.0,1.0,LA_1_1987_18,Current
687,2008,6,1.0,1.0,SF_6_2008_6,Current
688,1988,10,1.0,1.0,NYT_10_1988_14,Current
688,2010,7,1.0,1.0,LA_7_2010_4,Current
689,2002,2,0.0,0.0,SF_2_2002_12,Current
689,2006,5,0.0,0.0,LA_5_2006_11,Current
690,1993,4,1.0,1.0,LA_4_1993_20,Current
690,2008,7,0.0,0.0,LA_7_2008_21,Current
691,1995,6,1.0,1.0,SF_6_1995_6,Current
691,2000,5,1.0,1.0,NYT_5_2000_3,Current
692,1996,2,1.0,1.0,SF_2_1996_5,Current
692,2003,5,1.0,1.0,SF_5_2003_12,Current
693,2007,7,0.0,0.0,LA_7_2007_6,Current
694,2003,1,0.0,0.0,NYT_1_2003_6,Current
694,2003,7,0.0,0.0,NYT_7_2003_5,Current
695,1996,8,0.0,0.0,LA_8_1996_21,Current
695,1999,11,1.0,1.0,MIHB_11_1999_11,Current
696,1988,5,1.0,1.0,LA_5_1988_36,Current
696,2009,4,0.0,0.0,DMNB_4_2009_6,Current
697,2011,3,0.0,0.0,NYT_3_2011_39,Current
698,2000,2,0.0,0.0,SF_2_2000_2,Current
699,1994,5,0.0,0.0,NYT_5_1994_19,Current
699,1997,2,0.0,0.0,SF_2_1997_1,Current
700,2003,11,0.0,0.0,LA_11_2003_17,Current
700,2006,7,0.0,0.0,NYT_7_2006_2,Current
701,2001,8,1.0,1.0,SF_8_2001_3,Current
701,2009,1,0.0,0.0,SF_1_2009_20,Current
702,1999,3,0.0,0.0,MIHB_3_1999_9,Current
702,2008,9,1.0,1.0,NYT_9_2008_79,Current
703,1988,1,0.0,0.0,LA_1_1988_3,Current
703,2001,11,0.0,0.0,SF_11_2001_35,Current
704,1985,10,0.0,0.0,LA_10_1985_19,Current
704,1995,4,0.0,0.0,SF_4_1995_15,Current
705,1994,2,0.0,0.0,NYT_2_1994_7,Current
706,1988,7,0.0,0.0,LA_7_1988_18,Current
706,2002,8,0.0,0.0,DMNB_8_2002_10,Current
707,1995,4,1.0,1.0,LA_4_1995_6,Current
707,2000,9,1.0,1.0,MIHB_9_2000_3,Current
708,2001,7,0.0,0.0,DMNB_7_2001_26,Current
708,2010,9,1.0,1.0,DMNB_9_2010_4,Current
709,2002,10,0.0,0.0,DMNB_10_2002_18,Current
709,2006,1,0.0,0.0,NYT_1_2006_7,Current
710,1992,12,1.0,1.0,MIHB_12_1992_6,Current
710,2008,11,0.0,0.0,MIHB_11_2008_49,Current
711,1992,4,0.0,0.0,DMNB_4_1992_14,Current
711,1995,11,1.0,1.0,SF_11_1995_2,Current
712,1999,5,0.0,0.0,DMNB_5_1999_12,Current
712,2010,7,0.0,0.0,MIHB_7_2010_28,Current
713,1995,5,0.0,0.0,DMNB_5_1995_9,Current
714,1986,4,0.0,0.0,MIHB_4_1986_6,Current
714,1999,5,1.0,1.0,NYT_5_1999_22,Current
715,1995,11,1.0,1.0,DMNB_11_1995_26,Current
715,2002,6,0.0,0.0,DMNB_6_2002_7,Current
716,1998,8,0.0,0.0,DMNB_8_1998_29,Current
716,1998,9,0.0,0.0,MIHB_9_1998_7,Current
717,1995,8,1.0,1.0,LA_8_1995_26,Current
718,1999,12,0.0,0.0,SF_12_1999_5,Current
718,2010,4,0.0,0.0,DMNB_4_2010_9,Current
719,2006,10,1.0,1.0,MIHB_10_2006_9,Current
719,2007,12,0.0,0.0,DMNB_12_2007_2,Current
720,2008,3,0.0,0.0,MIHB_3_2008_12,Current
720,2008,3,0.0,0.0,NYT_3_2008_58,Current
721,1997,8,1.0,1.0,MIHB_8_1997_4,Current
721,2010,2,0.0,0.0,DMNB_2_2010_8,Current
722,1998,8,1.0,1.0,DMNB_8_1998_8,Current
722,1999,8,1.0,1.0,DMNB_8_1999_7,Current
723,1993,11,1.0,1.0,DMNB_11_1993_21,Current
723,2007,10,0.0,0.0,DMNB_10_2007_4,Current
724,2007,4,0.0,0.0,MIHB_4_2007_3,Current
724,2011,2,0.0,0.0,DMNB_2_2011_2,Current
725,2010,3,1.0,1.0,MIHB_3_2010_12,Current
726,1989,1,0.0,0.0,MIHB_1_1989_2,Current
726,2000,3,0.0,0.0,DMNB_3_2000_13,Current
727,2012,1,0.0,0.0,DMNB_1_2012_7,Current
728,2002,8,0.0,0.0,NYT_8_2002_20,Current
728,2002,8,0.0,0.0,MIHB_8_2002_11,Current
729,2010,5,0.0,0.0,NYT_5_2010_43,Current
730,2005,12,0.0,0.0,DMNB_12_2005_4,Current
731,1993,4,0.0,0.0,LA_4_1993_3,Current
731,2010,7,0.0,0.0,DMNB_7_2010_14,Current
732,1996,12,0.0,0.0,MIHB_12_1996_7,Current
732,2009,7,1.0,1.0,DMNB_7_2009_9,Current
733,1988,11,0.0,0.0,NYT_11_1988_32,Current
733,2009,6,0.0,0.0,MIHB_6_2009_14,Current
734,1988,10,1.0,1.0,MIHB_10_1988_10,Current
734,2006,6,0.0,0.0,LA_6_2006_10,Current
735,2000,2,1.0,1.0,DMNB_2_2000_7,Current
735,2004,8,0.0,0.0,NYT_8_2004_3,Current
736,1999,10,0.0,0.0,DMNB_10_1999_16,Current
736,2004,9,1.0,1.0,SF_9_2004_12,Current
737,2004,3,0.0,0.0,DMNB_3_2004_13,Current
737,2007,1,0.0,0.0,DMNB_1_2007_3,Current
738,1991,11,0.0,0.0,NYT_11_1991_13,Current
738,2003,3,1.0,1.0,MIHB_3_2003_17,Current
739,2000,10,0.0,0.0,DMNB_10_2000_10,Current
739,2002,9,1.0,1.0,SF_9_2002_6,Current
740,1994,11,0.0,0.0,DMNB_11_1994_11,Current
740,2011,1,0.0,0.0,MIHB_1_2011_2,Current
741,2008,9,1.0,1.0,DMNB_9_2008_19,Current
741,2011,11,0.0,0.0,LA_11_2011_8,Current
742,1989,4,0.0,0.0,MIHB_4_1989_5,Current
742,1993,12,0.0,0.0,MIHB_12_1993_2,Current
743,2005,9,0.0,0.0,DMNB_9_2005_15,Current
743,2005,12,0.0,0.0,DMNB_12_2005_6,Current
744,2002,1,0.0,0.0,DMNB_1_2002_6,Current
745,1989,4,0.0,0.0,MIHB_4_1989_9,Current
745,2006,5,1.0,1.0,NYT_5_2006_14,Current
746,1986,6,0.0,0.0,MIHB_6_1986_7,Current
746,1996,9,0.0,0.0,DMNB_9_1996_5,Current
747,1996,2,0.0,0.0,SF_2_1996_4,Current
747,2011,7,1.0,1.0,MIHB_7_2011_13,Current
748,2000,8,1.0,1.0,DMNB_8_2000_2,Current
748,2003,9,0.0,0.0,SF_9_2003_17,Current
749,1990,9,0.0,0.0,MIHB_9_1990_11,Current
749,1995,4,0.0,0.0,DMNB_4_1995_4,Current
750,1988,6,1.0,1.0,MIHB_6_1988_9,Current
750,2008,2,0.0,0.0,DMNB_2_2008_15,Current
751,2003,1,1.0,1.0,LA_1_2003_55,Current
751,2005,1,0.0,0.0,MIHB_1_2005_7,Current
752,2000,10,1.0,1.0,MIHB_10_2000_7,Current
752,2006,3,0.0,0.0,DMNB_3_2006_2,Current
753,1998,7,0.0,0.0,DMNB_7_1998_17,Current
753,2006,9,1.0,1.0,DMNB_9_2006_3,Current
754,2001,2,1.0,1.0,MIHB_2_2001_10,Current
754,2004,7,0.0,0.0,LA_7_2004_10,Current
755,1994,3,0.0,0.0,DMNB_3_1994_18,Current
755,2000,4,1.0,1.0,NYT_4_2000_12,Current
756,1986,9,1.0,1.0,NYT_9_1986_4,Current
756,1999,8,1.0,1.0,MIHB_8_1999_4,Current
757,1992,10,0.0,0.0,MIHB_10_1992_9,Current
757,2011,2,0.0,0.0,SF_2_2011_4,Current
758,1991,2,0.0,0.0,MIHB_2_1991_3,Current
758,1995,8,1.0,1.0,NYT_8_1995_2,Current
759,1995,7,0.0,0.0,DMNB_7_1995_11,Current
759,2004,7,0.0,0.0,MIHB_7_2004_2,Current
760,1997,11,0.0,0.0,SF_11_1997_1,Current
760,2003,9,1.0,1.0,MIHB_9_2003_12,Current
761,2004,5,1.0,1.0,SF_5_2004_7,Current
761,2009,1,0.0,0.0,MIHB_1_2009_15,Current
762,2010,11,1.0,1.0,DMNB_11_2010_10,Current
762,2011,10,0.0,0.0,LA_10_2011_24,Current
763,1997,2,0.0,0.0,LA_2_1997_27,Current
763,2011,8,0.0,0.0,MIHB_8_2011_18,Current
764,2002,9,1.0,1.0,LA_9_2002_35,Current
764,2004,1,0.0,0.0,DMNB_1_2004_9,Current
765,1995,12,0.0,0.0,DMNB_12_1995_12,Current
765,2002,2,0.0,0.0,LA_2_2002_57,Current
766,1997,7,0.0,0.0,MIHB_7_1997_6,Current
766,2010,11,1.0,1.0,DMNB_11_2010_3,Current
767,2004,4,1.0,1.0,DMNB_4_2004_8,Current
767,2004,5,1.0,1.0,DMNB_5_2004_8,Current
768,1997,9,1.0,1.0,NYT_9_1997_12,Current
768,2009,12,0.0,0.0,DMNB_12_2009_7,Current
769,2001,4,1.0,1.0,LA_4_2001_48,Current
770,1987,10,1.0,1.0,NYT_10_1987_58,Current
771,1993,8,1.0,1.0,MIHB_8_1993_5,Current
771,2000,11,0.0,0.0,LA_11_2000_48,Current
772,2001,8,0.0,0.0,DMNB_8_2001_18,Current
772,2004,12,0.0,0.0,DMNB_12_2004_2,Current
773,1997,7,1.0,1.0,DMNB_7_1997_7,Current
775,1986,1,0.0,0.0,LA_1_1986_8,Current
775,1994,8,1.0,1.0,DMNB_8_1994_14,Current
776,2003,10,1.0,1.0,DMNB_10_2003_5,Current
777,1995,2,1.0,1.0,DMNB_2_1995_11,Current
778,1992,1,1.0,1.0,MIHB_1_1992_2,Current
778,2007,1,1.0,1.0,SF_1_2007_1,Current
779,2001,9,0.0,0.0,MIHB_9_2001_9,Current
779,2010,11,1.0,1.0,SF_11_2010_11,Current
780,1993,12,0.0,0.0,DMNB_12_1993_9,Current
780,2004,1,1.0,1.0,MIHB_1_2004_2,Current
781,1997,8,1.0,1.0,MIHB_8_1997_4,Current
782,1995,5,1.0,1.0,SF_5_1995_7,Current
782,2009,5,0.0,0.0,MIHB_5_2009_29,Current
783,1989,7,1.0,1.0,NYT_7_1989_17,Current
