ID,text,sentiment,text_clean,label
129_3,"Financial markets have been volatile in recent weeks, credit conditions have become tighter for some households and businesses, and the housing correction is ongoing",dovish,financial markets have been volatile in recent weeks credit conditions have become tighter for some households and businesses and the housing correction is ongoing,0
99_2,Elevated energy prices and hurricane-related disruptions in economic activity have temporarily depressed output and employment,dovish,elevated energy prices and hurricane-related disruptions in economic activity have temporarily depressed output and employment,0
125_5,"However, the high level of resource utilization has the potential to sustain inflation pressures",hawkish,however the high level of resource utilization has the potential to sustain inflation pressures,1
24_3,Business and household spending as a consequence are being further damped,dovish,business and household spending as a consequence are being further damped,0
34_3,"The limited number of incoming economic indicators since the November meeting, taken together, are not inconsistent with the economy working its way through its current soft spot",dovish,the limited number of incoming economic indicators since the november meeting taken together are not inconsistent with the economy working its way through its current soft spot,0
143_8,The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period,dovish,the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period,0
120_0,"The Federal Open Market Committee decided today to lower its target for the federal funds rate 75 basis points to 2-1/4 percent. Recent information indicates that the outlook for economic activity has weakened further. Growth in consumer spending has slowed and labor markets have softened.  Financial markets remain under considerable stress, and the tightening of credit conditions and the deepening of the housing contraction are likely to weigh on economic growth over the next few quarters. Inflation has been elevated, and some indicators of inflation expectations have risen.  The Committee expects inflation to moderate in coming quarters, reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization.  Still, uncertainty about the inflation outlook has increased.  It will be necessary to continue to monitor inflation developments carefully. Today's policy action, combined with those taken earlier, including measures to foster market liquidity, should help to promote moderate growth over time and to mitigate the risks to economic activity.  However, downside risks to growth remain.  The Committee will act in a timely manner as needed to promote sustainable economic growth and price stability.",dovish,the federal open market committee decided today to lower its target for the federal funds rate basis points to - percent recent information indicates that the outlook for economic activity has weakened further growth in consumer spending has slowed and labor markets have softened financial markets remain under considerable stress and the tightening of credit conditions and the deepening of the housing contraction are likely to weigh on economic growth over the next few quarters inflation has been elevated and some indicators of inflation expectations have risen the committee expects inflation to moderate in coming quarters reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization still uncertainty about the inflation outlook has increased it will be necessary to continue to monitor inflation developments carefully today's policy action combined with those taken earlier including measures to foster market liquidity should help to promote moderate growth over time and to mitigate the risks to economic activity however downside risks to growth remain the committee will act in a timely manner as needed to promote sustainable economic growth and price stability ,0
93_6,"With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured",neutral,with underlying inflation expected to be relatively low the committee believes that policy accommodation can be removed at a pace that is likely to be measured,2
152_1,Information received since the Federal Open Market Committee met in August indicates that the pace of recovery in output and employment has slowed in recent months,dovish,information received since the federal open market committee met in august indicates that the pace of recovery in output and employment has slowed in recent months,0
72_2,The information that has become available since the last meeting of the Committee suggests that aggregate demand is growing at a moderate pace,neutral,the information that has become available since the last meeting of the committee suggests that aggregate demand is growing at a moderate pace,2
85_4,"Although incoming inflation data have moved somewhat higher, long-term inflation expectations appear to have remained well contained",neutral,although incoming inflation data have moved somewhat higher long-term inflation expectations appear to have remained well contained,2
52_1,Recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce,neutral,recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce,2
5_1,"Strengthening productivity growth has been fostering favorable trends in unit costs and prices, and much recent information suggests that these trends have been sustained",dovish,strengthening productivity growth has been fostering favorable trends in unit costs and prices and much recent information suggests that these trends have been sustained,0
153_9,"Although the Committee anticipates a gradual return to higher levels of resource utilization in a context of price stability, progress toward its objectives has been disappointingly slow",dovish,although the committee anticipates a gradual return to higher levels of resource utilization in a context of price stability progress toward its objectives has been disappointingly slow,0
139_4,US exports have slumped as a number of major trading partners have also fallen into recession,dovish,us exports have slumped as a number of major trading partners have also fallen into recession,0
91_1,The action is expected to be associated with a small increase in short-term money market interest rates,hawkish,the action is expected to be associated with a small increase in short-term money market interest rates,1
84_6,The Committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal,neutral,the committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal,2
138_9,"Moreover, the Committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term",dovish,moreover the committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term,0
128_8,"Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information",neutral,future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth as implied by incoming information,2
43_2,"Since then much of the financial strain has eased, foreign economies have firmed, and economic activity in the United States has moved forward at a brisk pace",neutral,since then much of the financial strain has eased foreign economies have firmed and economic activity in the united states has moved forward at a brisk pace,2
139_10,"To provide greater support to mortgage lending and housing markets, the Committee decided today to increase the size of the Federal Reserveâs balance sheet further by purchasing up to an additional $750 billion of agency mortgage-backed securities, bringing its total purchases of these securities to up to $1",dovish,to provide greater support to mortgage lending and housing markets the committee decided today to increase the size of the federal reserveâs balance sheet further by purchasing up to an additional billion of agency mortgage-backed securities bringing its total purchases of these securities to up to ,0
153_3,"Business spending on equipment and software is rising, though less rapidly than earlier in the year, while investment in nonresidential structures continues to be weak",dovish,business spending on equipment and software is rising though less rapidly than earlier in the year while investment in nonresidential structures continues to be weak,0
27_2,"With the forces restraining the economy starting to diminish, and with the long-term prospects for productivity growth remaining favorable and monetary policy accommodative, the outlook for economic recovery has become more promising",neutral,with the forces restraining the economy starting to diminish and with the long-term prospects for productivity growth remaining favorable and monetary policy accommodative the outlook for economic recovery has become more promising,2
100_0,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/4 percent. Despite elevated energy prices and hurricane-related disruptions, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures. The Committee judges that some further measured policy firming is likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives.",hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent despite elevated energy prices and hurricane-related disruptions the expansion in economic activity appears solid core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained nevertheless possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures the committee judges that some further measured policy firming is likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance in any event the committee will respond to changes in economic prospects as needed to foster these objectives ,1
160_4,"As a consequence, the pool of available workers willing to take jobs has been drawn down further in recent months, a trend that must eventually be contained if inflationary imbalances are to remain in check and economic expansion continue",hawkish,as a consequence the pool of available workers willing to take jobs has been drawn down further in recent months a trend that must eventually be contained if inflationary imbalances are to remain in check and economic expansion continue,1
11_0,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent",neutral,the federal open market committee at its meeting today decided to maintain the existing stance of monetary policy keeping its target for the federal funds rate at - percent,2
59_1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to percent,0
98_6,"Rather, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity",neutral,rather monetary policy accommodation coupled with robust underlying growth in productivity is providing ongoing support to economic activity,2
145_16,The Federal Reserve expects that amounts provided under the Term Auction Facility will continue to be scaled back in early 2010,neutral,the federal reserve expects that amounts provided under the term auction facility will continue to be scaled back in early ,2
11_3,"Nonetheless, signs that growth in demand is moving to a sustainable pace are still tentative and preliminary, and the utilization of the pool of available workers remains at an unusually high level",neutral,nonetheless signs that growth in demand is moving to a sustainable pace are still tentative and preliminary and the utilization of the pool of available workers remains at an unusually high level,2
98_3,"The widespread devastation in the Gulf region, the associated dislocation of economic activity, and the boost to energy prices imply that spending, production, and employment will be set back in the near term",dovish,the widespread devastation in the gulf region the associated dislocation of economic activity and the boost to energy prices imply that spending production and employment will be set back in the near term,0
98_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-3/4 percent,hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,1
89_2,"The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity",neutral,the committee believes that even after this action the stance of monetary policy remains accommodative and coupled with robust underlying growth in productivity is providing ongoing support to economic activity,2
146_2,"Household spending is expanding at a moderate rate but remains constrained by a weak labor market, modest income growth, lower housing wealth, and tight credit",dovish,household spending is expanding at a moderate rate but remains constrained by a weak labor market modest income growth lower housing wealth and tight credit,0
49_1,"In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/2 percent",hawkish,in a related action the board of governors approved a basis point increase in the discount rate to - percent,1
84_0,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity. The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace. Although job losses have slowed, new hiring has lagged. Increases in core consumer prices are muted and expected to remain low. The Committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. The probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation. With inflation quite low and resource use slack, the Committee believes that it can be patient in removing its policy accommodation.",neutral,the federal open market committee decided today to keep its target for the federal funds rate at percent the committee continues to believe that an accommodative stance of monetary policy coupled with robust underlying growth in productivity is providing important ongoing support to economic activity the evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace although job losses have slowed new hiring has lagged increases in core consumer prices are muted and expected to remain low the committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal the probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation with inflation quite low and resource use slack the committee believes that it can be patient in removing its policy accommodation ,2
133_1,The Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 4-1/2 percent,dovish,the federal open market committee decided today to lower its target for the federal funds rate basis points to - percent,0
79_7,"The Committee judges that, on balance, the risk of inflation becoming undesirably low is likely to be the predominant concern for the foreseeable future",dovish,the committee judges that on balance the risk of inflation becoming undesirably low is likely to be the predominant concern for the foreseeable future,0
145_4,"Businesses are still cutting back on fixed investment, though at a slower pace, and remain reluctant to add to payrolls; they continue to make progress in bringing inventory stocks into better alignment with sales",dovish,businesses are still cutting back on fixed investment though at a slower pace and remain reluctant to add to payrolls they continue to make progress in bringing inventory stocks into better alignment with sales,0
152_4,Employers remain reluctant to add to payrolls,dovish,employers remain reluctant to add to payrolls,0
106_2,Today's action will be reflected in a 25 basis point decline in the federal funds rate from about 6 percent to about 5-3/4 percent,dovish,today's action will be reflected in a basis point decline in the federal funds rate from about percent to about - percent,0
21_2,Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 275 basis points,dovish,today's action by the fomc brings the decline in the target federal funds rate since the beginning of the year to basis points,0
66_2,"Economic activity remains soft, with underlying inflation likely to edge lower from relatively modest levels",dovish,economic activity remains soft with underlying inflation likely to edge lower from relatively modest levels,0
145_18,The Federal Reserve is prepared to modify these plans if necessary to support financial stability and economic growth,neutral,the federal reserve is prepared to modify these plans if necessary to support financial stability and economic growth,2
141_13,The Committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets,neutral,the committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets,2
77_3,"However, the ebbing of geopolitical tensions has rolled back oil prices, bolstered consumer confidence, and strengthened debt and equity markets",neutral,however the ebbing of geopolitical tensions has rolled back oil prices bolstered consumer confidence and strengthened debt and equity markets,2
120_7,"Still, uncertainty about the inflation outlook has increased",hawkish,still uncertainty about the inflation outlook has increased,1
73_4,"However, incoming economic data have tended to confirm that greater uncertainty, in part attributable to heightened geopolitical risks, is currently inhibiting spending, production, and employment",dovish,however incoming economic data have tended to confirm that greater uncertainty in part attributable to heightened geopolitical risks is currently inhibiting spending production and employment,0
80_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate at percent,2
141_12,"In addition, the Federal Reserve will buy up to $300 billion of Treasury securities by autumn",dovish,in addition the federal reserve will buy up to billion of treasury securities by autumn,0
54_1,"The utilization of the pool of available workers remains at an unusually high level, and the increase in energy prices, though having limited effect on core measures of prices to date, still harbors the possibility of raising inflation expectations",hawkish,the utilization of the pool of available workers remains at an unusually high level and the increase in energy prices though having limited effect on core measures of prices to date still harbors the possibility of raising inflation expectations,1
87_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/2 percent,hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,1
17_3,"Partly as a consequence, retail sales and business spending on capital equipment have weakened appreciably",dovish,partly as a consequence retail sales and business spending on capital equipment have weakened appreciably,0
112_3,Readings on core inflation have been elevated in recent months,hawkish,readings on core inflation have been elevated in recent months,1
65_1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 1-1/2 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to - percent,0
38_1,"This action was taken in light of persisting strength in demand, which is progressively increasing the risk of inflationary imbalances developing in the economy that would eventually undermine the long expansion",hawkish,this action was taken in light of persisting strength in demand which is progressively increasing the risk of inflationary imbalances developing in the economy that would eventually undermine the long expansion,1
146_15,The Federal Reserve is in the process of winding down its Term Auction Facility: $50 billion in 28-day credit will be offered on February 8 and $25 billion in 28-day credit will be offered at the final auction on March 8,neutral,the federal reserve is in the process of winding down its term auction facility billion in -day credit will be offered on february and billion in -day credit will be offered at the final auction on march ,2
124_7,"Nevertheless, downside risks to growth remain",neutral,nevertheless downside risks to growth remain,2
116_3,"Although recent indicators have been mixed, the economy seems likely to expand at a moderate pace on balance over coming quarters",neutral,although recent indicators have been mixed the economy seems likely to expand at a moderate pace on balance over coming quarters,2
117_0,"The Federal Open Market Committee has decided to lower its target for the federal funds rate 75 basis points to 3-1/2 percent. The Committee took this action in view of a weakening of the economic outlook and increasing downside risks to growth.  While strains in short-term funding markets have eased somewhat, broader financial market conditions have continued to deteriorate and credit has tightened further for some businesses and households.  Moreover, incoming information indicates a deepening of the housing contraction as well as some softening in labor markets. The Committee expects inflation to moderate in coming quarters, but it will be necessary to continue to monitor inflation developments carefully. Appreciable downside risks to growth remain.  The Committee will continue to assess the effects of financial and other developments on economic prospects and will act in a timely manner as needed to address those risks.",dovish,the federal open market committee has decided to lower its target for the federal funds rate basis points to - percent the committee took this action in view of a weakening of the economic outlook and increasing downside risks to growth while strains in short-term funding markets have eased somewhat broader financial market conditions have continued to deteriorate and credit has tightened further for some businesses and households moreover incoming information indicates a deepening of the housing contraction as well as some softening in labor markets the committee expects inflation to moderate in coming quarters but it will be necessary to continue to monitor inflation developments carefully appreciable downside risks to growth remain the committee will continue to assess the effects of financial and other developments on economic prospects and will act in a timely manner as needed to address those risks ,0
53_5,The subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth,neutral,the subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth,2
124_8,The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability,neutral,the committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability,2
111_3,"The Committee sees growth as likely to moderate to a more sustainable pace, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices",neutral,the committee sees growth as likely to moderate to a more sustainable pace partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices,2
73_0,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 1 1/4 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3/4 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, is providing important ongoing support to economic activity. However, incoming economic data have tended to confirm that greater uncertainty, in part attributable to heightened geopolitical risks, is currently inhibiting spending, production, and employment. Inflation and inflation expectations remain well contained. In these circumstances, the Committee believes that today's additional monetary easing should prove helpful as the economy works its way through this current soft spot. With this action, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals in the foreseeable future.",dovish,the federal open market committee decided today to lower its target for the federal funds rate by basis points to percent in a related action the board of governors approved a basis point reduction in the discount rate to percent the committee continues to believe that an accommodative stance of monetary policy coupled with still-robust underlying growth in productivity is providing important ongoing support to economic activity however incoming economic data have tended to confirm that greater uncertainty in part attributable to heightened geopolitical risks is currently inhibiting spending production and employment inflation and inflation expectations remain well contained in these circumstances the committee believes that today's additional monetary easing should prove helpful as the economy works its way through this current soft spot with this action the committee believes that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the risks are balanced with respect to the prospects for both goals in the foreseeable future ,0
141_0,"Information received since the Federal Open Market Committee met in April suggests that the pace of economic contraction is slowing. Conditions in financial markets have generally improved in recent months. Household spending has shown further signs of stabilizing but remains constrained by ongoing job losses, lower housing wealth, and tight credit. Businesses are cutting back on fixed investment and staffing but appear to be making progress in bringing inventory stocks into better alignment with sales. Although economic activity is likely to remain weak for a time, the Committee continues to anticipate that policy actions to stabilize financial markets and institutions, fiscal and monetary stimulus, and market forces will contribute to a gradual resumption of sustainable economic growth in a context of price stability. The prices of energy and other commodities have risen of late. However, substantial resource slack is likely to dampen cost pressures, and the Committee expects that inflation will remain subdued for some time. In these circumstances, the Federal Reserve will employ all available tools to promote economic recovery and to preserve price stability. The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period. As previously announced, to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets, the Federal Reserve will purchase a total of up to $1.25 trillion of agency mortgage-backed securities and up to $200 billion of agency debt by the end of the year. In addition, the Federal Reserve will buy up to $300 billion of Treasury securities by autumn. The Committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets. The Federal Reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted.",dovish,information received since the federal open market committee met in april suggests that the pace of economic contraction is slowing conditions in financial markets have generally improved in recent months household spending has shown further signs of stabilizing but remains constrained by ongoing job losses lower housing wealth and tight credit businesses are cutting back on fixed investment and staffing but appear to be making progress in bringing inventory stocks into better alignment with sales although economic activity is likely to remain weak for a time the committee continues to anticipate that policy actions to stabilize financial markets and institutions fiscal and monetary stimulus and market forces will contribute to a gradual resumption of sustainable economic growth in a context of price stability the prices of energy and other commodities have risen of late however substantial resource slack is likely to dampen cost pressures and the committee expects that inflation will remain subdued for some time in these circumstances the federal reserve will employ all available tools to promote economic recovery and to preserve price stability the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period as previously announced to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets the federal reserve will purchase a total of up to trillion of agency mortgage-backed securities and up to billion of agency debt by the end of the year in addition the federal reserve will buy up to billion of treasury securities by autumn the committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets the federal reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted ,0
161_1,"Based on the available evidence, however, the Committee remains concerned with the possibility that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the remarkable rise in productivity growth",hawkish,based on the available evidence however the committee remains concerned with the possibility that over time increases in demand will continue to exceed the growth in potential supply even after taking account of the remarkable rise in productivity growth,1
144_14,The Committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets,neutral,the committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets,2
158_3,"Against this backdrop, further easing of the stance of monetary policy was judged to be warranted to sustain economic growth in the context of contained inflation",dovish,against this backdrop further easing of the stance of monetary policy was judged to be warranted to sustain economic growth in the context of contained inflation,0
145_7,"With substantial resource slack likely to continue to dampen cost pressures and with longer-term inflation expectations stable, the Committee expects that inflation will remain subdued for some time",neutral,with substantial resource slack likely to continue to dampen cost pressures and with longer-term inflation expectations stable the committee expects that inflation will remain subdued for some time,2
124_6,"Recent policy actions, including todayâs rate reduction, coordinated interest rate cuts by central banks, extraordinary liquidity measures, and official steps to strengthen financial systems, should help over time to improve credit conditions and promote a return to moderate economic growth",dovish,recent policy actions including todayâs rate reduction coordinated interest rate cuts by central banks extraordinary liquidity measures and official steps to strengthen financial systems should help over time to improve credit conditions and promote a return to moderate economic growth,0
148_9,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability,dovish,the committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability,0
37_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/4 percent,neutral,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,2
42_2,But domestic financial markets have recovered and foreign economic prospects have improved since the easing of monetary policy last fall,neutral,but domestic financial markets have recovered and foreign economic prospects have improved since the easing of monetary policy last fall,2
53_2,The more rapid advances in productivity also continue to help contain costs and hold down underlying price pressures,neutral,the more rapid advances in productivity also continue to help contain costs and hold down underlying price pressures,2
133_5,"Readings on core inflation have improved modestly this year, but recent increases in energy and commodity prices, among other factors, may put renewed upward pressure on inflation",hawkish,readings on core inflation have improved modestly this year but recent increases in energy and commodity prices among other factors may put renewed upward pressure on inflation,1
94_0,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2-3/4 percent. The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Output evidently continues to grow at a solid pace despite the rise in energy prices, and labor market conditions continue to improve gradually. Though longer-term inflation expectations remain well contained, pressures on inflation have picked up in recent months and pricing power is more evident. The rise in energy prices, however, has not notably fed through to core consumer prices. The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.",hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent the committee believes that even after this action the stance of monetary policy remains accommodative and coupled with robust underlying growth in productivity is providing ongoing support to economic activity output evidently continues to grow at a solid pace despite the rise in energy prices and labor market conditions continue to improve gradually though longer-term inflation expectations remain well contained pressures on inflation have picked up in recent months and pricing power is more evident the rise in energy prices however has not notably fed through to core consumer prices the committee perceives that with appropriate monetary policy action the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal with underlying inflation expected to be contained the committee believes that policy accommodation can be removed at a pace that is likely to be measured nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability ,1
157_3,The discount rate remains unchanged at 5 percent,neutral,the discount rate remains unchanged at percent,2
29_0,"The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee confirms that economic activity is continuing to increase. However, both the upward impetus from the swing in inventory investment and the growth in final demand appear to have moderated. The Committee expects the rate of increase of final demand to pick up over coming quarters, supported in part by robust underlying growth in productivity, but the degree of the strengthening remains uncertain. In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals.",neutral,the federal open market committee decided today to keep its target for the federal funds rate unchanged at percent the information that has become available since the last meeting of the committee confirms that economic activity is continuing to increase however both the upward impetus from the swing in inventory investment and the growth in final demand appear to have moderated the committee expects the rate of increase of final demand to pick up over coming quarters supported in part by robust underlying growth in productivity but the degree of the strengthening remains uncertain in these circumstances although the stance of monetary policy is currently accommodative the committee believes that for the foreseeable future against the background of its long run goals of price stability and sustainable economic growth and of the information currently available the risks are balanced with respect to the prospects for both goals ,2
23_0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 3 percent,dovish,the federal open market committee decided today to lower its target for the federal funds rate by basis points to percent,0
58_2,"Persistent pressures on profit margins are restraining investment spending and, through declines in equity wealth, consumption",dovish,persistent pressures on profit margins are restraining investment spending and through declines in equity wealth consumption,0
137_3,Financial markets remain quite strained and credit conditions tight,dovish,financial markets remain quite strained and credit conditions tight,0
112_2,"Recent indicators suggest that economic growth is moderating from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices",neutral,recent indicators suggest that economic growth is moderating from its quite strong pace earlier this year partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices,2
63_0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 3 percent,dovish,the federal open market committee decided today to lower its target for the federal funds rate by basis points to percent,0
75_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate unchanged at - percent,2
135_0,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent. Recent information indicates that overall economic activity continues to expand, partly reflecting some firming in household spending.  However, labor markets have softened further and financial markets remain under considerable stress.  Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters. The Committee expects inflation to moderate later this year and next year.  However, in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high. The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time.  Although downside risks to growth remain, they appear to have diminished somewhat, and the upside risks to inflation and inflation expectations have increased.  The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.",neutral,the federal open market committee decided today to keep its target for the federal funds rate at percent recent information indicates that overall economic activity continues to expand partly reflecting some firming in household spending however labor markets have softened further and financial markets remain under considerable stress tight credit conditions the ongoing housing contraction and the rise in energy prices are likely to weigh on economic growth over the next few quarters the committee expects inflation to moderate later this year and next year however in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations uncertainty about the inflation outlook remains high the substantial easing of monetary policy to date combined with ongoing measures to foster market liquidity should help to promote moderate growth over time although downside risks to growth remain they appear to have diminished somewhat and the upside risks to inflation and inflation expectations have increased the committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability ,2
